k0,k1
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
0.4906189234500447,0.5093810765499553
